VENDOR,SIZE,DENSITY,scan,inserts,ground_truth_mass_large,calculated_mass_large,ground_truth_mass_medium,calculated_mass_medium,ground_truth_mass_small,calculated_mass_small,mass_bkg
120,medium,low,120-motion,High Density,17.6625,18.686742614373426,6.3585,5.9061220043046365,0.7065000000000001,0.12227011554843113,0.3128823509603113
120,medium,normal,120-motion,Low Density,35.325,36.57824210407278,12.717,13.636997002031041,1.4130000000000003,1.4893399997471963,-0.7346340290521657
120,medium,normal,120-motion,Medium Density,70.65,71.81142800062092,25.434,25.5974591807992,2.8260000000000005,3.1568450174773424,-0.5635553129267431
120,medium,normal,120-motion,High Density,141.3,141.98874916892032,50.868,51.29404653665756,5.652000000000001,4.996695349618105,-0.053844242994046845
120,large,low,120-motion,Low Density,4.415625,4.23710546482067,1.589625,1.3676506884780477,0.17662500000000003,0.12493274358935934,0.23348201205992322
120,large,low,120-motion,Medium Density,8.83125,9.759165027708502,3.17925,3.481967240278674,0.35325000000000006,0.21263845336928566,0.8524105892179373
120,large,low,120-motion,High Density,17.6625,18.477444876566164,6.3585,6.124238679347701,0.7065000000000001,1.00160940917627,0.33629212286261545
120,large,normal,120-motion,Low Density,35.325,35.95234604648869,12.717,13.507861068194424,1.4130000000000003,1.1354120332728856,-0.6594899180872044
120,large,normal,120-motion,Medium Density,70.65,71.13797086003956,25.434,25.45155846329713,2.8260000000000005,3.2545167689522367,-0.01218406342137599
120,large,normal,120-motion,High Density,141.3,141.75319671675874,50.868,51.08560445183706,5.652000000000001,5.824607927547004,0.09244282755294808
135,small,low,135-motion,Low Density,4.415625,4.85561830865296,1.589625,1.6745459755030874,0.17662500000000003,0.16096844292694443,-0.3420795397459591
135,small,low,135-motion,Medium Density,8.83125,8.069818887484525,3.17925,3.1769153793034772,0.35325000000000006,0.3556115018629129,-0.9503473936463133
135,small,low,135-motion,High Density,17.6625,17.884033324499473,6.3585,6.013196947475407,0.7065000000000001,0.6746484179055149,-0.2626578067541545
135,small,normal,135-motion,Low Density,35.325,37.490178307225335,12.717,13.683986500614692,1.4130000000000003,1.5901239134231795,-0.7958660755508862
135,small,normal,135-motion,Medium Density,70.65,71.46005422280311,25.434,26.03960607825623,2.8260000000000005,2.7283305031569562,-0.3319149790219871
135,small,normal,135-motion,High Density,141.3,145.00940476161622,50.868,52.47164921284301,5.652000000000001,5.004530313320674,-0.07189019855005141
135,medium,low,135-motion,Low Density,4.415625,4.97220063927808,1.589625,1.677757480230044,0.17662500000000003,0.04546404307600425,-1.1764741846085247
135,medium,low,135-motion,Medium Density,8.83125,8.416317932508177,3.17925,3.0093641764542385,0.35325000000000006,0.30966321971187044,-1.2100451221441133
135,medium,low,135-motion,High Density,17.6625,19.569919075839362,6.3585,6.579633615615295,0.7065000000000001,0.14528403199369908,-0.2751559073628222
135,medium,normal,135-motion,Low Density,35.325,36.81155960190724,12.717,12.758294358566927,1.4130000000000003,1.3797342105243402,-0.6012571720546545
135,medium,normal,135-motion,Medium Density,70.65,71.34770076992203,25.434,25.31043927508219,2.8260000000000005,2.606325813693351,-0.7057162566231667
135,medium,normal,135-motion,High Density,141.3,142.50192424428843,50.868,51.18958166904224,5.652000000000001,4.974368559293458,-0.29152307907927866
135,large,low,135-motion,Low Density,4.415625,3.4910300399740226,1.589625,1.074056649029321,0.17662500000000003,0.36564569629399835,1.2284579581895183
135,large,low,135-motion,Medium Density,8.83125,9.700260689590403,3.17925,3.117428768907928,0.35325000000000006,0.03959142421826055,1.686232876853611
135,large,low,135-motion,High Density,17.6625,18.90596326003848,6.3585,6.789630831287575,0.7065000000000001,0.822613847557364,0.4509983523814984
135,large,normal,135-motion,Low Density,35.325,35.65191855401249,12.717,13.440838984384147,1.4130000000000003,1.6558957558788394,-0.6884785348878625
135,large,normal,135-motion,Medium Density,70.65,71.68005602144356,25.434,25.328730051884094,2.8260000000000005,2.821973707759931,-1.1976888044454568
135,large,normal,135-motion,High Density,141.3,142.1079087990624,50.868,50.07892034320318,5.652000000000001,5.208626654165446,-0.35755917538896986
